age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,Non-Private,136204,13,Married,Managerial-Specialist,Husband,White,Male,0,1902,32,US,1
61,Private,160431,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
46,Private,163324,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
32,Private,161309,15,Married,Other,Non-Husband,White,Female,15024,0,50,US,1
26,Private,208881,13,Non-Married,Other,Non-Husband,White,Male,0,0,42,US,0
37,Non-Private,183127,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
41,Private,192225,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
59,Non-Private,222081,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
28,Private,183627,10,Married,Other,Husband,White,Male,0,0,50,US,0
39,Private,187921,9,Married,Other,Husband,White,Male,0,0,99,US,0
25,Private,25497,10,Non-Married,Other,Non-Husband,White,Male,4101,0,40,US,0
45,Private,353824,10,Married,Other,Husband,White,Male,0,0,40,US,1
30,Private,250804,9,Married,Other,Husband,White,Male,0,0,40,US,1
61,Private,385583,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
52,Private,84788,6,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
54,Private,127704,4,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
54,Private,99208,1,Married,Other,Husband,White,Male,0,0,16,US,0
45,Private,347993,4,Married,Other,Husband,White,Male,0,0,44,Non-US,0
48,Private,175958,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
36,Non-Private,278553,15,Married,Managerial-Specialist,Husband,Non-White,Male,15024,0,75,US,1
49,Private,186009,10,Non-Married,Other,Non-Husband,White,Female,0,0,43,US,0
31,Private,55104,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
65,Non-Private,179411,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
56,Private,68452,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
38,Non-Private,202027,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
70,Private,113401,6,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
37,Private,186934,13,Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
43,Non-Private,190020,15,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
28,Private,198493,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Private,256448,10,Non-Married,Other,Non-Husband,White,Male,0,0,15,US,0
30,Private,622192,10,Married,Other,Non-Husband,White,Female,0,0,6,US,0
77,Private,133728,4,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,181824,9,Married,Other,Non-Husband,White,Female,0,0,20,US,0
17,Private,286422,6,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
59,Private,378585,13,Married,Managerial-Specialist,Husband,White,Male,0,0,44,US,1
44,Private,121012,13,Married,Managerial-Specialist,Husband,White,Male,5013,0,45,US,0
33,Private,164864,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,323,40,US,0
17,Private,74706,7,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
22,Private,185582,10,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,1
43,Private,132633,10,Married,Other,Non-Husband,White,Female,0,0,40,US,0
42,Non-Private,230438,10,Married,Managerial-Specialist,Husband,White,Male,0,1887,40,US,1
26,Private,175540,9,Married,Other,Husband,White,Male,0,0,40,US,0
47,Non-Private,115304,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28,Private,340269,9,Married,Other,Husband,White,Male,3137,0,45,US,0
33,Private,171889,8,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
52,Private,94873,9,Non-Married,Other,Non-Husband,White,Male,0,0,19,US,0
34,Private,144194,11,Married,Other,Husband,White,Male,0,0,35,US,0
44,Private,141131,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
25,Private,192735,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,70,US,0
33,Non-Private,238186,10,Non-Married,Other,Non-Husband,White,Male,0,0,98,US,0
23,Private,305609,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,52,US,0
29,Private,312845,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
21,Private,33884,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23,Private,264874,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
31,Non-Private,268832,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,37,US,0
42,Private,99651,12,Married,Other,Husband,White,Male,0,0,55,US,0
39,Private,257597,12,Married,Other,Husband,White,Male,0,0,42,US,0
54,Non-Private,195904,11,Married,Other,Husband,White,Male,0,0,40,US,0
17,Private,266497,5,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
63,Private,287972,13,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
46,Private,200569,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
62,Non-Private,117292,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,8614,0,45,US,1
64,Non-Private,223075,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,8,US,0
54,Private,175339,9,Married,Other,Husband,White,Male,0,0,50,US,0
22,Non-Private,333197,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,2205,45,US,0
61,Private,53707,4,Married,Other,Husband,White,Male,0,0,50,US,0
73,Private,39212,9,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
52,Private,228500,9,Married,Other,Husband,White,Male,0,0,40,US,0
24,Private,234663,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
52,Private,88073,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
35,Private,420040,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
41,Private,126517,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
31,Private,238002,13,Married,Other,Husband,White,Male,0,0,55,Non-US,0
53,Non-Private,21412,10,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,147804,9,Married,Other,Husband,White,Male,0,0,60,US,0
19,Private,222445,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
36,Private,126675,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
42,Private,301080,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
45,Private,382532,16,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
33,Private,232356,7,Married,Other,Husband,White,Male,0,0,45,US,1
26,Private,167350,10,Married,Managerial-Specialist,Husband,White,Male,3137,0,50,US,0
28,Private,375703,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,1721,40,US,0
33,Private,252708,8,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
33,Private,186824,7,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,176101,10,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,175121,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
17,Private,355850,7,Non-Married,Other,Non-Husband,White,Male,0,1602,15,US,0
45,Private,180931,11,Married,Other,Husband,White,Male,0,0,35,US,0
45,Non-Private,30219,10,Married,Other,Husband,White,Male,0,0,40,US,1
41,Non-Private,350387,14,Married,Other,Husband,White,Male,0,0,60,Non-US,1
24,Private,194247,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
57,Private,137653,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
48,Private,131762,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
31,Non-Private,283587,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
33,Non-Private,218164,10,Married,Other,Husband,White,Male,7298,0,55,US,1
41,Private,287581,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,45,US,1
41,Private,281725,3,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
63,Private,50120,9,Married,Other,Husband,White,Male,0,1573,25,US,0
39,Private,156667,9,Non-Married,Other,Non-Husband,White,Male,0,0,18,US,0
28,Private,566066,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,45,US,0
42,Private,121352,13,Married,Managerial-Specialist,Husband,White,Male,0,0,80,US,1
18,Private,260977,8,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
22,Private,90860,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
42,Private,218302,9,Married,Other,Husband,White,Male,0,0,55,US,0
47,Private,170142,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
33,Non-Private,171889,9,Non-Married,Other,Non-Husband,White,Female,0,0,43,US,0
34,Private,193172,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
18,Private,164134,9,Non-Married,Other,Non-Husband,White,Female,0,0,10,US,0
66,Private,204283,4,Married,Other,Husband,Non-White,Male,0,0,40,US,0
51,Private,81169,9,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
39,Private,92143,11,Married,Managerial-Specialist,Non-Husband,White,Female,7688,0,55,US,1
35,Private,181099,6,Married,Other,Husband,White,Male,0,0,40,US,0
56,Non-Private,102791,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
46,Non-Private,364548,14,Married,Managerial-Specialist,Husband,White,Male,0,1977,42,US,1
21,Non-Private,153516,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
58,Non-Private,189528,9,Married,Other,Husband,White,Male,0,0,84,US,0
66,Non-Private,154171,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
25,Private,90752,13,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
57,Private,278763,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,47,US,0
28,Private,253581,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Private,59660,11,Married,Other,Husband,White,Male,0,0,50,US,1
57,Non-Private,170988,9,Married,Other,Husband,White,Male,0,0,55,US,0
18,Non-Private,160984,7,Non-Married,Other,Non-Husband,White,Female,0,0,6,US,0
24,Private,493732,2,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
36,Private,325802,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
42,Private,196344,10,Married,Other,Husband,White,Male,0,0,40,Non-US,0
32,Non-Private,316589,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
35,Non-Private,365739,9,Married,Other,Husband,White,Male,0,0,50,US,0
40,Private,309990,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
26,Private,241852,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
41,Private,184105,9,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
50,Private,134680,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
20,Private,274545,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
36,Private,207853,13,Married,Other,Husband,White,Male,15024,0,65,US,1
25,Private,284061,10,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
62,Private,186446,10,Non-Married,Other,Non-Husband,White,Female,0,0,43,US,0
22,Private,255575,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
52,Non-Private,302661,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,13550,0,40,US,1
52,Private,148509,6,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,45,US,0
48,Private,211239,14,Married,Managerial-Specialist,Husband,White,Male,0,2415,60,US,1
70,Private,50468,9,Non-Married,Other,Non-Husband,White,Male,0,3175,15,US,0
41,Private,316820,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,1
21,Private,145964,10,Married,Other,Husband,White,Male,7298,0,60,US,1
39,Private,185084,10,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,0
29,Private,183111,11,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
28,Private,63042,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,0
31,Private,339738,9,Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
23,Private,273049,4,Married,Other,Husband,White,Male,0,0,20,US,0
54,Non-Private,239256,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
73,Non-Private,110102,9,Non-Married,Other,Non-Husband,White,Male,0,1668,77,US,0
29,Non-Private,165764,13,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
22,Private,152744,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,10,US,0
57,Non-Private,212303,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
41,Non-Private,118544,9,Married,Other,Husband,White,Male,0,0,32,US,0
39,Private,269548,2,Married,Other,Husband,White,Male,0,0,70,Non-US,0
25,Non-Private,319303,10,Non-Married,Other,Non-Husband,White,Male,0,2472,40,US,1
74,Non-Private,216001,4,Married,Other,Husband,White,Male,0,0,20,US,0
45,Private,205816,9,Married,Other,Non-Husband,White,Female,0,0,40,US,1
18,Private,427437,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
24,Private,198259,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
45,Private,54314,5,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
32,Private,195744,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
53,Non-Private,294547,10,Non-Married,Other,Non-Husband,White,Male,0,0,48,US,0
50,Private,77521,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
35,Private,288158,9,Married,Other,Husband,White,Male,0,0,40,US,0
24,Private,125010,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
32,Private,80945,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,1
21,Private,33016,6,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,25,US,0
42,Private,388725,14,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,1
37,Non-Private,347136,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,44,US,0
53,Non-Private,158294,11,Married,Other,Husband,White,Male,99999,0,75,US,1
34,Private,362787,6,Non-Married,Other,Non-Husband,Non-White,Female,0,0,30,US,0
29,Private,39388,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
55,Private,322691,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,62,US,1
29,Private,31659,10,Non-Married,Other,Non-Husband,White,Male,2202,0,45,US,0
70,Private,176940,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,16,US,0
26,Non-Private,189027,9,Married,Other,Husband,White,Male,0,0,40,US,0
51,Private,98719,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
58,Private,172238,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
23,Private,170456,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,5,US,0
27,Private,129009,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
17,Private,247580,8,Non-Married,Other,Non-Husband,White,Male,0,0,18,US,0
29,Private,204516,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,52,US,0
26,Private,192652,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
31,Private,336543,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,45,US,1
29,Private,143938,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
22,Private,272591,6,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
28,Non-Private,312372,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
28,Non-Private,172270,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
20,Private,342414,10,Non-Married,Other,Non-Husband,White,Male,0,0,24,US,0
58,Private,123886,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
23,Private,398130,9,Non-Married,Other,Non-Husband,White,Male,0,0,96,US,0
34,Private,142989,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
32,Private,331539,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
19,Private,225156,5,Married,Other,Husband,White,Male,0,0,45,US,0
18,Private,311863,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
35,Non-Private,170682,7,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,32,US,0
21,Private,96178,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
20,Private,37932,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
49,Private,198126,4,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Private,344275,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,1
37,Private,112497,13,Married,Other,Husband,White,Male,0,0,60,US,0
36,Private,178487,9,Non-Married,Other,Non-Husband,White,Male,0,1669,40,US,0
44,Private,55395,11,Married,Other,Husband,White,Male,0,0,40,US,0
39,Non-Private,131239,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
36,Non-Private,104772,13,Married,Managerial-Specialist,Husband,White,Male,3908,0,40,US,0
53,Private,427320,13,Non-Married,Other,Non-Husband,Non-White,Male,3325,0,40,US,0
34,Private,73296,7,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
24,Private,216853,9,Married,Managerial-Specialist,Husband,White,Male,0,0,37,US,0
40,Private,259757,10,Married,Other,Husband,White,Male,0,0,50,US,0
47,Private,200734,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,50,Non-US,0
19,Private,87515,9,Non-Married,Other,Non-Husband,White,Male,0,0,44,Non-US,0
18,Private,161245,7,Non-Married,Other,Non-Husband,White,Male,0,0,8,US,0
32,Private,262024,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,38,US,0
21,Private,287681,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
27,Private,303601,8,Married,Other,Husband,White,Male,0,0,40,US,0
58,Private,365410,10,Non-Married,Other,Non-Husband,White,Female,0,0,99,US,0
29,Non-Private,394356,9,Married,Other,Husband,White,Male,0,0,40,US,0
34,Private,263150,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,1
45,Non-Private,86618,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
43,Private,120277,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
63,Non-Private,90393,10,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,0
26,Non-Private,79078,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
42,Non-Private,197344,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
21,Private,120998,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
36,Private,37522,13,Married,Other,Husband,White,Male,15024,0,50,US,1
44,Private,96321,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
18,Private,217302,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
69,Private,137109,6,Non-Married,Other,Non-Husband,White,Female,0,0,16,US,0
40,Private,227823,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,70,US,0
37,Private,22149,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,18,US,0
39,Private,176900,9,Married,Other,Husband,White,Male,0,0,60,US,1
57,Private,154368,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
28,Private,183445,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
23,Private,193537,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,20,US,0
20,Private,313873,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
46,Private,34186,9,Married,Other,Husband,White,Male,0,0,40,US,0
44,Non-Private,271807,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,16,US,0
67,Non-Private,46449,13,Married,Managerial-Specialist,Husband,White,Male,0,0,10,US,0
31,Private,128065,9,Married,Other,Husband,White,Male,0,0,50,US,0
24,Private,176486,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
54,Private,191072,13,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
28,Private,34452,11,Married,Other,Husband,White,Male,0,0,50,US,0
30,Non-Private,123253,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
42,Private,113461,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
17,Private,116267,8,Non-Married,Other,Non-Husband,White,Male,0,0,15,Non-US,0
32,Private,30433,13,Non-Married,Other,Non-Husband,White,Female,0,0,72,US,0
25,Private,198512,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
49,Non-Private,131826,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,99999,0,50,US,1
35,Private,129764,9,Married,Other,Husband,White,Male,0,0,45,US,0
32,Private,49398,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,10520,0,40,US,1
17,Non-Private,292285,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
61,Non-Private,91726,14,Married,Other,Non-Husband,White,Female,0,0,40,US,1
56,Private,178282,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
50,Private,227458,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,51,US,0
32,Private,183470,11,Married,Other,Husband,Non-White,Male,0,0,42,US,0
41,Private,275446,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
41,Private,328013,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,65,US,0
19,Private,382688,6,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
18,Private,122988,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
25,Private,175537,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
21,Private,256278,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,35,Non-US,0
34,Private,161153,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
31,Private,48189,5,Married,Other,Husband,White,Male,0,0,65,US,0
36,Private,186531,9,Married,Other,Husband,White,Male,0,0,60,US,0
19,Private,96866,10,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
35,Private,117555,12,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
18,Private,98549,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1602,35,US,0
39,Private,101782,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
30,Private,234753,11,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,34,US,1
59,Private,59469,13,Married,Other,Husband,White,Male,0,0,50,US,1
28,Private,614113,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,30,US,0
47,Private,203505,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,23,US,0
27,Private,128365,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
56,Private,36990,9,Married,Other,Husband,Non-White,Male,0,0,52,US,1
18,Private,303240,9,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
76,Private,217043,6,Married,Other,Husband,White,Male,0,0,15,US,0
56,Private,176079,9,Married,Managerial-Specialist,Non-Husband,White,Female,15024,0,24,US,1
40,Non-Private,266047,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,65,US,1
39,Non-Private,285890,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
24,Private,70261,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
23,Private,214236,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
36,Non-Private,143385,9,Married,Other,Husband,White,Male,0,0,60,US,0
55,Private,150507,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
23,Private,292264,10,Married,Other,Husband,White,Male,0,0,40,US,0
39,Non-Private,110861,13,Married,Other,Husband,White,Male,0,0,50,US,1
32,Private,225064,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
32,Private,154120,9,Married,Other,Husband,White,Male,0,0,40,Non-US,0
17,Private,34465,7,Non-Married,Other,Non-Husband,White,Male,0,0,32,US,0
29,Private,89598,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,2057,35,US,0
54,Private,183668,9,Married,Other,Husband,White,Male,0,0,40,US,0
37,Private,189382,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1504,40,US,0
67,Private,165103,13,Married,Managerial-Specialist,Husband,White,Male,0,2174,50,US,1
48,Private,44216,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
17,Private,150471,6,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
41,Private,32627,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
43,Non-Private,153109,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
29,Private,352451,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
43,Private,176716,13,Married,Other,Husband,White,Male,0,0,70,US,1
46,Non-Private,171850,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,42,US,0
42,Private,260496,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
36,Private,154410,13,Married,Other,Husband,White,Male,0,1902,40,US,1
31,Non-Private,23500,9,Married,Other,Husband,White,Male,0,0,75,US,0
60,Private,178312,7,Married,Other,Husband,White,Male,0,1902,70,US,1
50,Private,62593,11,Married,Other,Husband,Non-White,Male,0,0,40,US,1
30,Private,123291,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
22,Private,313817,9,Married,Other,Husband,White,Male,0,0,50,US,0
57,Non-Private,229270,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,1579,37,US,0
43,Private,212027,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,38,US,0
58,Private,259532,10,Married,Other,Husband,White,Male,0,0,70,US,0
26,Non-Private,213258,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
26,Private,316337,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
38,Private,179123,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
26,Private,191765,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
59,Non-Private,188877,9,Married,Other,Husband,White,Male,0,0,50,US,1
41,Private,55395,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Private,161051,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,4,US,0
30,Private,241844,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
36,Private,232142,10,Married,Other,Husband,White,Male,0,0,80,US,0
43,Private,311534,10,Married,Other,Husband,White,Male,0,0,44,US,1
68,Non-Private,128986,4,Married,Other,Husband,White,Male,0,0,30,US,0
18,Private,67019,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
23,Private,208826,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
43,Private,256813,14,Married,Managerial-Specialist,Husband,White,Male,0,1902,40,US,1
44,Private,160919,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
